start,fa,lon,lat,phase,n_core,dur_ms,pi_core_med,pi_bkg_med,pi_med_ratio,acd_core,acd_bkg,det_frac_max,rate_bkg,n_det_hit
2025-05-02T22:36:13.625189,6.199598954747716e-07,-166.63727496790284,-13.821609886368279,0.625189,25,1.5490,37,40,0.925,0.0400,0.0122,0.400,3454,3
2025-05-02T23:57:05.879721,2.893454110498203e-35,119.24864960072829,14.329461332410155,0.879722,46,1.9430,58,37,1.568,0.0000,0.0110,0.500,3605,3
2025-05-03T04:12:50.475308,3.670496880689873e-35,-82.1457385071206,9.019450759846618,0.475308,48,1.8120,108,30,3.617,0.0208,0.0097,0.354,3952,3
2025-05-03T21:08:48.329762,4.350994044430148e-20,-168.6744461077584,-5.068806351459406,0.329763,29,0.8210,71,37,1.919,0.0000,0.0099,0.448,3448,3
2025-05-04T02:50:57.385188,3.9833105094594604e-13,-67.02263237594256,9.812033790384257,0.385189,31,1.5480,62,33,1.879,0.0000,0.0104,0.387,3236,3
2025-05-04T09:06:51.904534,7.802495439386871e-32,157.72743054513333,-11.437221036855401,0.904534,35,0.9830,75,34,2.206,0.0000,0.0119,0.400,2806,3
2025-05-05T02:10:34.049510,2.3631889055471697e-06,94.68679509706895,1.794533893640919,0.049510,64,2.7300,34,30,1.150,0.0000,0.0096,0.516,3744,3
2025-05-05T17:57:01.930004,4.78532311236568e-20,126.23170904949627,29.126376212083354,0.930004,38,1.6170,85,33,2.576,0.0000,0.0100,0.395,4155,3
2025-05-05T19:08:00.890260,1.8228931632532285e-16,12.527905751449161,-3.2583729647337503,0.890261,34,1.7640,68,40,1.712,0.0294,0.0064,0.412,5242,3
2025-05-06T02:32:21.282920,3.7100164154019663e-20,105.34701256446844,-10.93441257291376,0.282920,36,1.7110,47,34,1.382,0.0000,0.0129,0.389,2994,3
2025-05-07T01:07:25.660297,1.7688134225518568e-40,111.13245399938441,-6.447254310714242,0.660297,42,1.8990,65,35,1.871,0.0000,0.0135,0.357,2928,3
2025-05-07T07:36:56.751895,1.5907865957166125e-11,17.13578225755313,-9.283912434735527,0.751896,41,1.7080,16,33,0.485,0.0000,0.0095,0.829,3250,3
2025-05-08T02:52:57.246147,1.666331914759922e-23,57.11813891292929,4.491112153307561,0.246148,32,0.7230,37,33,1.121,0.0000,0.0121,0.406,3176,3
2025-05-08T18:16:20.045323,5.5260507323420844e-15,8.478524871245938,-0.6804180195864626,0.045324,32,1.4880,86,47,1.840,0.0000,0.0075,0.406,5318,3
2025-05-08T18:17:16.200277,1.3504543283213042e-07,11.277828174487352,1.0120666984586466,0.200277,21,0.9030,127,46,2.761,0.0000,0.0072,0.381,5238,3
2025-05-09T04:52:00.794196,1.0460953041877282e-36,43.854610990885654,-8.885189504924359,0.794196,37,1.7860,69,34,2.029,0.0000,0.0150,0.405,2824,3
2025-05-09T15:16:09.946711,6.313228130543357e-07,44.423798134941954,-2.192479931896587,0.946712,23,0.8600,49,35,1.400,0.0000,0.0074,0.391,4797,3
2025-05-10T21:20:06.115175,1.441052285470562e-16,157.19519637676055,-15.094436993917437,0.115175,26,1.1040,57,37,1.541,0.0000,0.0087,0.385,3374,3
2025-05-11T20:05:19.806183,5.765384963637864e-15,-162.894172875941,-25.06935851767723,0.806183,58,2.3180,16,40,0.412,0.0000,0.0106,0.862,3500,3
2025-05-11T21:24:53.027547,4.814451801130687e-10,116.05926708132435,2.046924722577613,0.027547,24,1.6080,47,33,1.424,0.0000,0.0080,0.417,3458,3
2025-05-13T21:47:10.255475,2.1692636629228698e-09,72.74814562248152,14.065641207905973,0.255476,27,1.6420,47,30,1.567,0.0000,0.0123,0.444,3612,3
2025-05-14T09:07:57.570075,3.878810745410122e-09,-94.17756872255536,10.789379864529888,0.570075,28,0.8730,46,31,1.500,0.0000,0.0112,0.429,3766,3
2025-05-15T02:09:54.549663,4.598429930170702e-21,-162.5387320749209,-4.26682458469827,0.549663,32,1.7280,47,32,1.469,0.0312,0.0111,0.375,3152,3
2025-05-15T02:09:55.073017,8.831037057832557e-32,-162.51245618995787,-4.251173571822853,0.073017,39,1.5450,53,32,1.656,0.0000,0.0115,0.410,3127,3
2025-05-15T07:46:21.394497,7.18521208671204e-06,-78.0819266924488,9.473733233888911,0.394498,15,0.3910,64,29,2.207,0.0000,0.0106,0.467,3460,3
2025-05-15T13:40:16.831281,7.292614339741885e-06,59.74450451977995,15.86942425017246,0.831282,27,1.2520,54,39,1.385,0.0000,0.0100,0.444,4270,3
2025-05-16T23:34:01.739179,3.1521677338253116e-13,-108.25508136204955,11.498855720490432,0.739180,20,1.0190,101,30,3.383,0.0000,0.0101,0.400,3948,3
2025-05-17T20:32:33.277772,5.3684646687132645e-09,-76.36689700877605,7.837491323045571,0.277772,28,1.3440,56,33,1.697,0.0000,0.0104,0.500,3404,3
